/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_073957.csv,0,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_073957.csv,173
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074007.csv,6,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074007.csv,46
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074009.csv,7,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074009.csv,15
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074010.csv,4,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074010.csv,113
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074013.csv,0,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074013.csv,186
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074038.csv,0,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074038.csv,153
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074045.csv,0,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074045.csv,272
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074058.csv,6,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074058.csv,82
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074101.csv,7,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074101.csv,69
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074102.csv,6,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074102.csv,95
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074105.csv,4,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074105.csv,107
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074110.csv,7,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074110.csv,68
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074114.csv,5,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074114.csv,115
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074116.csv,7,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074116.csv,21
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074117.csv,0,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074117.csv,167
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074126.csv,0,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074126.csv,280
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074146.csv,0,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074146.csv,173
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074152.csv,0,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074152.csv,186
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074159.csv,4,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074159.csv,84
/Users/takashi/Documents/knowledge/rated_maps/qtable/qtable_1_20181202_074202.csv,6,/Users/takashi/Documents/knowledge/rated_maps/step/step_1_20181202_074202.csv,91
